,Demand,PILE,ALE,SLE,GDP,PIGDP,AGDP,SGDP,GDPpc,GDPI,PIGDPI,Population,City_Population,Rural_Population,Life_Expectancy,Life_Expectancy_M,Life_Expectancy_F,Honey,City_Population_Ratio
北京市,0.2,0.023896,0.019357,0.279162,0.310887,0.002338,0.00123,0.227087,1.0,0.393939,0.195876,0.148052,0.190481,0.016848,0.994208,1.0,0.975296,0.013867,0.980769
天津市,0.075,0.042864,0.036203,0.092913,0.111656,0.028396,0.026785,0.098127,0.51097,0.439394,0.659794,0.081266,0.109765,0.0,0.879344,0.890748,0.854743,0.001541,0.923077
河北省,0.4,0.636303,0.571002,0.427257,0.316868,0.695514,0.68914,0.251149,0.082748,0.863636,0.793814,0.573985,0.475828,0.654609,0.53668,0.485236,0.570158,0.257319,0.480769
山西省,0.2,0.577981,0.512428,0.224012,0.185139,0.200497,0.196651,0.118129,0.197509,0.954545,0.886598,0.253559,0.224033,0.260654,0.552124,0.528543,0.565217,0.120185,0.519231
内蒙古自治区,0.15,0.33923,0.315413,0.116583,0.165577,0.412265,0.390916,0.111985,0.354371,0.924242,0.804124,0.165704,0.161968,0.136521,0.51834,0.463583,0.563241,0.030817,0.615385
辽宁省,0.275,0.25916,0.259442,0.189684,0.211382,0.403219,0.387284,0.160577,0.163796,0.606061,0.649485,0.311803,0.31386,0.230426,0.626448,0.560039,0.670949,0.023112,0.692308
吉林省,0.15,0.167866,0.177769,0.0724,0.086132,0.256724,0.245705,0.051619,0.071409,0.0,0.773196,0.161393,0.145782,0.160803,0.600386,0.526575,0.657115,0.161787,0.519231
黑龙江省,0.25,0.334511,0.305775,0.090759,0.108425,0.566434,0.541108,0.090021,0.042162,0.69697,0.608247,0.222484,0.205381,0.209118,0.584942,0.498031,0.659091,0.248074,0.557692
上海市,0.2,0.016311,0.012656,0.151628,0.334842,0.0,0.0,0.374886,0.928405,0.257576,0.0,0.171724,0.222425,0.015114,1.0,0.996063,1.0,0.012327,1.0
江苏省,0.45,0.234145,0.239458,0.794116,0.950837,0.784056,0.789994,1.0,0.684041,0.712121,0.680412,0.66306,0.664701,0.489346,0.688224,0.66437,0.699605,0.093991,0.711538
